utterance,intent,category,tags
I need help to check how long refunds usually take,check_refund_policy,REFUND,B
assistance to check in what cases can I ask for refunds,check_refund_policy,REFUND,B
assistance to check your refund policy,check_refund_policy,REFUND,B
could you show me how long refunds usually take?,check_refund_policy,REFUND,BIP
I want to check in what cases can I ask for a refund,check_refund_policy,REFUND,B
I need help to check in what cases can I ask for a refund,check_refund_policy,REFUND,B
is it possible to check your money back policy?,check_refund_policy,REFUND,BI
is it possible to check how long refunds usually take?,check_refund_policy,REFUND,BI
help me check how long refunds take,check_refund_policy,REFUND,B
could you help me to check how long refunds usually take?,check_refund_policy,REFUND,BIP
I want help to check how long refunds take,check_refund_policy,REFUND,B
check how long refunds take,check_refund_policy,REFUND,B
I don't know how I could check your refund policy,check_refund_policy,REFUND,BP
could you help me check in what cases can I ask for refunds?,check_refund_policy,REFUND,BIP
I have got to check in what cases can I ask to be refunded,check_refund_policy,REFUND,B
help me to check in what cases can I ask to be refunded,check_refund_policy,REFUND,B
can I check under what circumstances can I ask for a refund?,check_refund_policy,REFUND,BI
I need assistance checking how long refunds take,check_refund_policy,REFUND,B
show me in what cases can I ask to be refunded,check_refund_policy,REFUND,B
I need to check how long refunds take,check_refund_policy,REFUND,B
I try to check how long refunds take,check_refund_policy,REFUND,B
I need help to check your money back policy,check_refund_policy,REFUND,B
help checking your refund policy,check_refund_policy,REFUND,B
your refund policy,check_refund_policy,REFUND,B
assistance checking how long refunds take,check_refund_policy,REFUND,B
help me to check how long refunds take,check_refund_policy,REFUND,B
help checking under what circumstances can I ask for refunds,check_refund_policy,REFUND,B
can I check how long refunds usually take?,check_refund_policy,REFUND,BI
under what circumstances can I ask for a refund?,check_refund_policy,REFUND,BI
check under what circumstances can I ask for refunds,check_refund_policy,REFUND,B
are the charges for your services refundable?,check_refund_policy,REFUND,BI
your money back policy,check_refund_policy,REFUND,B
can you help me check in what cases can I ask for refunds?,check_refund_policy,REFUND,BI
checking your refund policy,check_refund_policy,REFUND,B
I want help checking how long refunds usually take,check_refund_policy,REFUND,B
are the charges for services refundable?,check_refund_policy,REFUND,BI
could you show me in what cases can I ask for refunds?,check_refund_policy,REFUND,BIP
could I check in what cases can I ask for my money back?,check_refund_policy,REFUND,BIP
is it possible to check in what cases can I ask for refunds?,check_refund_policy,REFUND,BI
could you help me checking how long refunds usually take?,check_refund_policy,REFUND,BIP
I want assistance checking your money back policy,check_refund_policy,REFUND,B
could I check your money back policy?,check_refund_policy,REFUND,BIP
are the charges of services refundable?,check_refund_policy,REFUND,BI
I need to check in what cases can I ask to be refunded,check_refund_policy,REFUND,B
I want help to check in what cases can I ask for a refund,check_refund_policy,REFUND,B
I do not know what I need to do to check your refund policy,check_refund_policy,REFUND,BE
could you help me to check your money back policy?,check_refund_policy,REFUND,BIP
will you show me how long refunds take?,check_refund_policy,REFUND,BIP
I want help checking in what cases can I ask for refunds,check_refund_policy,REFUND,B
show me under what circumstances can I ask to be refunded,check_refund_policy,REFUND,B
help checking how long refunds usually take,check_refund_policy,REFUND,B
can you help me to check how long refunds take?,check_refund_policy,REFUND,BI
help checking in what cases can I ask for refunds,check_refund_policy,REFUND,B
what is your refund policy?,check_refund_policy,REFUND,BI
I would like to check in what cases can I ask for a refund,check_refund_policy,REFUND,BP
I try to check your money back policy,check_refund_policy,REFUND,B
I want to check how long refunds usually take,check_refund_policy,REFUND,B
will you show me in what cases can I ask to be refunded?,check_refund_policy,REFUND,BIP
I try to check in what cases can I ask for my money back,check_refund_policy,REFUND,B
I want help to check in what cases can I ask for refunds,check_refund_policy,REFUND,B
help to check in what cases can I ask to be refunded,check_refund_policy,REFUND,B
I try to check how long refunds usually take,check_refund_policy,REFUND,B
I do not know how I can check your refund policy,check_refund_policy,REFUND,BE
could you help me check how long refunds take?,check_refund_policy,REFUND,BIP
help checking how long refunds take,check_refund_policy,REFUND,B
help me checking in what cases can I ask for refunds,check_refund_policy,REFUND,B
can you help me to check your money back policy?,check_refund_policy,REFUND,BI
I want help checking how long refunds take,check_refund_policy,REFUND,B
in what cases can I ask for my money back?,check_refund_policy,REFUND,BI
check your refund policy,check_refund_policy,REFUND,BK
can I check in what cases can I ask for refunds?,check_refund_policy,REFUND,BI
can you help me checking how long refunds take?,check_refund_policy,REFUND,BI
show me how long refunds take,check_refund_policy,REFUND,B
I want assistance to check how long refunds take,check_refund_policy,REFUND,B
how do I check your refund policy?,check_refund_policy,REFUND,BI
I want to check your refund policy,check_refund_policy,REFUND,B
I need assistance to check your refund policy,check_refund_policy,REFUND,B
I do not know what to do to check your refund policy,check_refund_policy,REFUND,BE
I want assistance checking how long refunds usually take,check_refund_policy,REFUND,B
I need assistance to check your money back policy,check_refund_policy,REFUND,B
can I check how long refunds take?,check_refund_policy,REFUND,BI
can I check your refund policy?,check_refund_policy,REFUND,BI
could you show me in what cases can I ask for a refund?,check_refund_policy,REFUND,BIP
I am trying to check how long refunds usually take,check_refund_policy,REFUND,B
I try to check in what cases can I ask for a refund,check_refund_policy,REFUND,B
could you show me in what cases can I ask for my money back?,check_refund_policy,REFUND,BIP
checking your money back policy,check_refund_policy,REFUND,B
help me check your money back policy,check_refund_policy,REFUND,B
I am trying to check your refund policy,check_refund_policy,REFUND,B
under what circumstances can I ask for my money back?,check_refund_policy,REFUND,BI
I would like to check your refund policy,check_refund_policy,REFUND,BP
is it possible to check your refund policy?,check_refund_policy,REFUND,BI
I have to check how long refunds take,check_refund_policy,REFUND,B
check under what circumstances can I ask for a refund,check_refund_policy,REFUND,B
help to check how long refunds take,check_refund_policy,REFUND,B
I want help checking your money back policy,check_refund_policy,REFUND,B
what is your money back policy?,check_refund_policy,REFUND,BI
help to check your money back policy,check_refund_policy,REFUND,B
check under what circumstances can I ask for my money back,check_refund_policy,REFUND,B
can you help me checking how long refunds usually take?,check_refund_policy,REFUND,BI
I want assistance to check your money back policy,check_refund_policy,REFUND,B
show me in what cases can I ask for my money back,check_refund_policy,REFUND,B
how to check your refund policy?,check_refund_policy,REFUND,BI
I need to check in what cases can I ask for refunds,check_refund_policy,REFUND,B
could you show me your refund policy?,check_refund_policy,REFUND,BIP
I do not know what to do to check your money back policy,check_refund_policy,REFUND,BE
check how long refunds usually take,check_refund_policy,REFUND,B
I don't know how I could check your money back policy,check_refund_policy,REFUND,BP
I don't know what to do to check your money back policy,check_refund_policy,REFUND,B
assistance to check how long refunds take,check_refund_policy,REFUND,B
I need to check your money back policy,check_refund_policy,REFUND,B
I have got to check how long refunds usually take,check_refund_policy,REFUND,B
help me to check your refund policy,check_refund_policy,REFUND,B
I need assistance checking your refund policy,check_refund_policy,REFUND,B
I want to check in what cases can I ask for my money back,check_refund_policy,REFUND,B
help me to check in what cases can I ask for refunds,check_refund_policy,REFUND,B
could I check how long refunds usually take?,check_refund_policy,REFUND,BIP
where do I check your money back policy?,check_refund_policy,REFUND,BI
I would like to check in what cases can I ask for refunds,check_refund_policy,REFUND,BP
I would like to check how long refunds usually take,check_refund_policy,REFUND,BP
can you show me in what cases can I ask for my money back?,check_refund_policy,REFUND,BI
could you help me to check your refund policy?,check_refund_policy,REFUND,BIP
I want to check how long refunds take,check_refund_policy,REFUND,B
assistance checking your refund policy,check_refund_policy,REFUND,B
could you show me in what cases can I ask to be refunded?,check_refund_policy,REFUND,BIP
what do I need to do to check your money back policy?,check_refund_policy,REFUND,BI
help me checking how long refunds take,check_refund_policy,REFUND,B
help me to check in what cases can I ask for my money back,check_refund_policy,REFUND,B
help me check in what cases can I ask for a refund,check_refund_policy,REFUND,B
I try to check your refund policy,check_refund_policy,REFUND,B
